tanggal,waktu,username,full_text,sentimen,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,steming_data
Tue Oct 21,4:07:13,IUyntr,Lu aja ya berati yg bayar ppn 12% tapera rumah lu tenggelem karena pasir laut mulai dijual lagi bbm naik sementara transum ga ada yg oke pangan mahal,Negatif,Lu aja ya berati yg bayar ppn  tapera rumah lu tenggelem karena pasir laut mulai dijual lagi bbm naik sementara transum ga ada yg oke pangan mahal,lu aja ya berati yg bayar ppn  tapera rumah lu tenggelem karena pasir laut mulai dijual lagi bbm naik sementara transum ga ada yg oke pangan mahal,kamu saja ya berarti yang bayar ppn tapera rumah kamu tenggelem karena pasir laut mulai dijual lagi bbm naik sementara transum tidak ada yang oke pangan mahal,"['kamu', 'saja', 'ya', 'berarti', 'yang', 'bayar', 'ppn', 'tapera', 'rumah', 'kamu', 'tenggelem', 'karena', 'pasir', 'laut', 'mulai', 'dijual', 'lagi', 'bbm', 'naik', 'sementara', 'transum', 'tidak', 'ada', 'yang', 'oke', 'pangan', 'mahal']","['ya', 'bayar', 'ppn', 'tapera', 'rumah', 'tenggelem', 'pasir', 'laut', 'dijual', 'bbm', 'transum', 'oke', 'pangan', 'mahal']",ya bayar ppn tapera rumah tenggelem pasir laut jual bbm transum oke pangan mahal
Tue Oct 21,3:59:16,chocolattenut,umk segitu2 aja tapi ppn mau naik jadi 12% gegara klen,Negatif,umk segitu aja tapi ppn mau naik jadi  gegara klen,umk segitu aja tapi ppn mau naik jadi  gegara klen,umk segitu saja tapi ppn mau naik jadi gegara kalian,"['umk', 'segitu', 'saja', 'tapi', 'ppn', 'mau', 'naik', 'jadi', 'gegara', 'kalian']","['umk', 'segitu', 'ppn', 'gegara']",umk segitu ppn gegara
Tue Oct 21,3:48:01,iwriteonce,Gak ada relasinya? Gimana gak ada relasinya saat ada ketakutan ga punya pekerjaan dan ada diskriminasi umur? Saat umr segitu aja tapi ppn 12%. Semua berhak resah. Betul kamu bukan buzzer kamu cuma orang yg gak mau tau soal keadaan politik dan gimana rusaknya sistem yg ada.,Negatif,Gak ada relasinya Gimana gak ada relasinya saat ada ketakutan ga punya pekerjaan dan ada diskriminasi umur Saat umr segitu aja tapi ppn  Semua berhak resah Betul kamu bukan buzzer kamu cuma orang yg gak mau tau soal keadaan politik dan gimana rusaknya sistem yg ada,gak ada relasinya gimana gak ada relasinya saat ada ketakutan ga punya pekerjaan dan ada diskriminasi umur saat umr segitu aja tapi ppn  semua berhak resah betul kamu bukan buzzer kamu cuma orang yg gak mau tau soal keadaan politik dan gimana rusaknya sistem yg ada,tidak ada relasinya bagaimana tidak ada relasinya saat ada ketakutan tidak punya pekerjaan dan ada diskriminasi umur saat umr segitu saja tapi ppn semua berhak resah betul kamu bukan buzzer kamu cuma orang-orang yang tidak mau tau soal keadaan politik dan bagaimana rusaknya sistem yang ada,"['tidak', 'ada', 'relasinya', 'bagaimana', 'tidak', 'ada', 'relasinya', 'saat', 'ada', 'ketakutan', 'tidak', 'punya', 'pekerjaan', 'dan', 'ada', 'diskriminasi', 'umur', 'saat', 'umr', 'segitu', 'saja', 'tapi', 'ppn', 'semua', 'berhak', 'resah', 'betul', 'kamu', 'bukan', 'buzzer', 'kamu', 'cuma', 'orang-orang', 'yang', 'tidak', 'mau', 'tau', 'soal', 'keadaan', 'politik', 'dan', 'bagaimana', 'rusaknya', 'sistem', 'yang', 'ada']","['relasinya', 'relasinya', 'ketakutan', 'pekerjaan', 'diskriminasi', 'umur', 'umr', 'segitu', 'ppn', 'berhak', 'resah', 'buzzer', 'orang-orang', 'tau', 'politik', 'rusaknya', 'sistem']",relasi relasi takut kerja diskriminasi umur umr segitu ppn hak resah buzzer orang tau politik rusak sistem
Tue Oct 21,3:44:05,bolucookies__,Oh menkonya tetep. Siap2 menyambut ppn 12% + potongan2 lainnya,Negatif,Oh menkonya tetep Siap menyambut ppn   potongan lainnya,oh menkonya tetep siap menyambut ppn   potongan lainnya,oh menkonya tetap siap menyambut ppn potongan lainnya,"['oh', 'menkonya', 'tetap', 'siap', 'menyambut', 'ppn', 'potongan', 'lainnya']","['oh', 'menkonya', 'menyambut', 'ppn', 'potongan']",oh menkonya sambut ppn potong
Tue Oct 21,3:03:45,dudskeeyy,@yollandamaria persiapan PPN 12% jgn lupa yhh wkakakak,Negatif,persiapan PPN  jgn lupa yhh wkakakak,persiapan ppn  jgn lupa yhh wkakakak,persiapan ppn jangan lupa yhh wkakakak,"['persiapan', 'ppn', 'jangan', 'lupa', 'yhh', 'wkakakak']","['persiapan', 'ppn', 'lupa', 'yhh', 'wkakakak']",siap ppn lupa yhh wkakakak
Tue Oct 21,3:03:00,timunmasgenteng,Lebih capek kerja gaji nggak seberapa tapi potongannya banyak dan minim manfaat. Ada tapera sama ppn 12% di depan mata,Negatif,Lebih capek kerja gaji nggak seberapa tapi potongannya banyak dan minim manfaat Ada tapera sama ppn  di depan mata,lebih capek kerja gaji nggak seberapa tapi potongannya banyak dan minim manfaat ada tapera sama ppn  di depan mata,lebih capek kerja gaji tidak seberapa tapi potongannya banyak dan minim manfaat ada tapera sama-sama ppn di depan mata,"['lebih', 'capek', 'kerja', 'gaji', 'tidak', 'seberapa', 'tapi', 'potongannya', 'banyak', 'dan', 'minim', 'manfaat', 'ada', 'tapera', 'sama-sama', 'ppn', 'di', 'depan', 'mata']","['capek', 'kerja', 'gaji', 'potongannya', 'minim', 'manfaat', 'tapera', 'ppn', 'mata']",capek kerja gaji potong minim manfaat tapera ppn mata
Tue Oct 21,3:01:09,hai_bibble,@azkafii @txtdrjkt harus bgt apa tu wakil lebih dari satu? ppn udah 11% bisa2 makin dijadiin 12%. oia jangan lupa tapera buat alokasi gaji para anggota kabinet,Negatif,harus bgt apa tu wakil lebih dari satu ppn udah  bisa makin dijadiin  oia jangan lupa tapera buat alokasi gaji para anggota kabinet,harus bgt apa tu wakil lebih dari satu ppn udah  bisa makin dijadiin  oia jangan lupa tapera buat alokasi gaji para anggota kabinet,harus banget apa-apa itu wakil lebih dari satu ppn sudah bisa makin dijadikan oia jangan-jangan lupa tapera buat alokasi gaji para anggota kabinet,"['harus', 'banget', 'apa-apa', 'itu', 'wakil', 'lebih', 'dari', 'satu', 'ppn', 'sudah', 'bisa', 'makin', 'dijadikan', 'oia', 'jangan-jangan', 'lupa', 'tapera', 'buat', 'alokasi', 'gaji', 'para', 'anggota', 'kabinet']","['banget', 'apa-apa', 'wakil', 'ppn', 'dijadikan', 'oia', 'jangan-jangan', 'lupa', 'tapera', 'alokasi', 'gaji', 'anggota', 'kabinet']",banget apa wakil ppn jadi oia jangan lupa tapera alokasi gaji anggota kabinet
Tue Oct 21,2:55:54,shibuya_furi,@notyourselsel @idextratime PPN 12% di hati ya? Gileee,Negatif,PPN  di hati ya Gileee,ppn  di hati ya gileee,ppn di hati-hati ya gileee,"['ppn', 'di', 'hati-hati', 'ya', 'gileee']","['ppn', 'hati-hati', 'ya', 'gileee']",ppn hati ya gileee
Tue Oct 21,2:53:26,Balvy_Ajah,Kepala seluruh saudara sebangsa dan setanah air dimulai hari ini kita telah resmi memiliki pemimpin negara. Untuk itu kita sebagai rakyat yg ramah dan baik hati untuk saling bahu membahu lebih bersabar menjalani ujian. Serta bergotong royong jelang PPN 12%. https://t.co/20WQyc8WFg,Positif,Kepala seluruh saudara sebangsa dan setanah air dimulai hari ini kita telah resmi memiliki pemimpin negara Untuk itu kita sebagai rakyat yg ramah dan baik hati untuk saling bahu membahu lebih bersabar menjalani ujian Serta bergotong royong jelang PPN,kepala seluruh saudara sebangsa dan setanah air dimulai hari ini kita telah resmi memiliki pemimpin negara untuk itu kita sebagai rakyat yg ramah dan baik hati untuk saling bahu membahu lebih bersabar menjalani ujian serta bergotong royong jelang ppn,kepala seluruh saudara sebangsa dan setanah air dimulai hari ini kita telah resmi memiliki pemimpin negara untuk itu kita sebagai rakyat yang ramah dan baik hati-hati untuk saling bahu membahu lebih bersabar menjalani ujian serta bergotong royong jelang ppn,"['kepala', 'seluruh', 'saudara', 'sebangsa', 'dan', 'setanah', 'air', 'dimulai', 'hari', 'ini', 'kita', 'telah', 'resmi', 'memiliki', 'pemimpin', 'negara', 'untuk', 'itu', 'kita', 'sebagai', 'rakyat', 'yang', 'ramah', 'dan', 'baik', 'hati-hati', 'untuk', 'saling', 'bahu', 'membahu', 'lebih', 'bersabar', 'menjalani', 'ujian', 'serta', 'bergotong', 'royong', 'jelang', 'ppn']","['kepala', 'saudara', 'sebangsa', 'setanah', 'air', 'resmi', 'memiliki', 'pemimpin', 'negara', 'rakyat', 'ramah', 'hati-hati', 'bahu', 'membahu', 'bersabar', 'menjalani', 'ujian', 'bergotong', 'royong', 'jelang', 'ppn']",kepala saudara bangsa tanah air resmi milik pimpin negara rakyat ramah hati bahu bahu sabar jalan uji gotong royong jelang ppn
Tue Oct 21,2:40:17,oaseminang,Kalau visi misi bapak @prabowo sepenuhnya untuk rakyat maka kembalikan PPN ke 10% infonya awal 2025 malah 12% ini sudah jelas mencekek rakyat dengan harga harga sembako yang akan naik lebih tinggi. Kalau itu terjadi maka hanya OMON OMON semua demi rakyat. buktikan kata2 anda,Negatif,Kalau visi misi bapak  sepenuhnya untuk rakyat maka kembalikan PPN ke  infonya awal  malah  ini sudah jelas mencekek rakyat dengan harga harga sembako yang akan naik lebih tinggi Kalau itu terjadi maka hanya OMON OMON semua demi rakyat buktikan kata anda,kalau visi misi bapak  sepenuhnya untuk rakyat maka kembalikan ppn ke  infonya awal  malah  ini sudah jelas mencekek rakyat dengan harga harga sembako yang akan naik lebih tinggi kalau itu terjadi maka hanya omon omon semua demi rakyat buktikan kata anda,kalau visi misi bapak sepenuhnya untuk rakyat maka kembalikan ppn ke infonya awal malah ini sudah jelas-jelas mencekek rakyat dengan harga harga sembako yang akan naik lebih tinggi kalau itu terjadi maka hanya omon omon semua demi rakyat buktikan kata-kata anda,"['kalau', 'visi', 'misi', 'bapak', 'sepenuhnya', 'untuk', 'rakyat', 'maka', 'kembalikan', 'ppn', 'ke', 'infonya', 'awal', 'malah', 'ini', 'sudah', 'jelas-jelas', 'mencekek', 'rakyat', 'dengan', 'harga', 'harga', 'sembako', 'yang', 'akan', 'naik', 'lebih', 'tinggi', 'kalau', 'itu', 'terjadi', 'maka', 'hanya', 'omon', 'omon', 'semua', 'demi', 'rakyat', 'buktikan', 'kata-kata', 'anda']","['visi', 'misi', 'sepenuhnya', 'rakyat', 'kembalikan', 'ppn', 'infonya', 'jelas-jelas', 'mencekek', 'rakyat', 'harga', 'harga', 'sembako', 'omon', 'omon', 'rakyat', 'buktikan', 'kata-kata']",visi misi sepenuh rakyat kembali ppn info jelas cekek rakyat harga harga sembako omon omon rakyat bukti kata
Tue Oct 21,2:31:51,BaguzFX,Otw Progam Indonesia Emas.. tapi guwe Berharap Kelas Menengah dapat bantalan.. kek nya ppn 12% persen di tunda gw ragu.. semangat buat kabinet pak prabowo semoga indonesia lebih baik.. https://t.co/kG5T51OssY,Positif,Otw Progam Indonesia Emas tapi guwe Berharap Kelas Menengah dapat bantalan kek nya ppn  persen di tunda gw ragu semangat buat kabinet pak prabowo semoga indonesia lebih baik,otw progam indonesia emas tapi guwe berharap kelas menengah dapat bantalan kek nya ppn  persen di tunda gw ragu semangat buat kabinet pak prabowo semoga indonesia lebih baik,otw progam indonesia emas tapi guwe berharap kelas menengah dapat bantalan kayak ya ppn persen di tunda gue ragu semangat buat kabinet pak prabowo semoga indonesia lebih baik,"['otw', 'progam', 'indonesia', 'emas', 'tapi', 'guwe', 'berharap', 'kelas', 'menengah', 'dapat', 'bantalan', 'kayak', 'ya', 'ppn', 'persen', 'di', 'tunda', 'gue', 'ragu', 'semangat', 'buat', 'kabinet', 'pak', 'prabowo', 'semoga', 'indonesia', 'lebih', 'baik']","['otw', 'progam', 'indonesia', 'emas', 'guwe', 'berharap', 'kelas', 'menengah', 'bantalan', 'kayak', 'ya', 'ppn', 'persen', 'tunda', 'gue', 'ragu', 'semangat', 'kabinet', 'prabowo', 'semoga', 'indonesia']",otw progam indonesia emas guwe harap kelas tengah bantal kayak ya ppn persen tunda gue ragu semangat kabinet prabowo moga indonesia
Tue Oct 21,2:28:52,cozyzone666,@BayuAngora Drpd rubah konstitusi ppn 12% woii,Negatif,Drpd rubah konstitusi ppn  woii,drpd rubah konstitusi ppn  woii,daripada rubah konstitusi ppn woii,"['daripada', 'rubah', 'konstitusi', 'ppn', 'woii']","['rubah', 'konstitusi', 'ppn', 'woii']",rubah konstitusi ppn woii
Tue Oct 21,2:12:00,F15TY,@quantxmleap @BaseBDG ingat 2025 ppn 12% ga ngefek gimana harga2 pasti naik lah. masih mau dipake prinsip terima aja ? Ya klo gtu jangan pakai hak suara lu terima aja apa yang udah ditentukan Pemerintah. Jangan menuntut jangan mengeluh. Kocak kocak!,Negatif,ingat  ppn  ga ngefek gimana harga pasti naik lah masih mau dipake prinsip terima aja  Ya klo gtu jangan pakai hak suara lu terima aja apa yang udah ditentukan Pemerintah Jangan menuntut jangan mengeluh Kocak kocak,ingat  ppn  ga ngefek gimana harga pasti naik lah masih mau dipake prinsip terima aja  ya klo gtu jangan pakai hak suara lu terima aja apa yang udah ditentukan pemerintah jangan menuntut jangan mengeluh kocak kocak,ingat ppn tidak ngefek bagaimana harga pasti naik lah masih mau dipakai prinsip terima saja ya kalau begitu-gitu jangan-jangan pakai hak suara kamu terima saja apa-apa yang sudah ditentukan pemerintah jangan-jangan menuntut jangan-jangan mengeluh kocak kocak,"['ingat', 'ppn', 'tidak', 'ngefek', 'bagaimana', 'harga', 'pasti', 'naik', 'lah', 'masih', 'mau', 'dipakai', 'prinsip', 'terima', 'saja', 'ya', 'kalau', 'begitu-gitu', 'jangan-jangan', 'pakai', 'hak', 'suara', 'kamu', 'terima', 'saja', 'apa-apa', 'yang', 'sudah', 'ditentukan', 'pemerintah', 'jangan-jangan', 'menuntut', 'jangan-jangan', 'mengeluh', 'kocak', 'kocak']","['ppn', 'ngefek', 'harga', 'dipakai', 'prinsip', 'terima', 'ya', 'begitu-gitu', 'jangan-jangan', 'pakai', 'hak', 'suara', 'terima', 'apa-apa', 'ditentukan', 'pemerintah', 'jangan-jangan', 'menuntut', 'jangan-jangan', 'mengeluh', 'kocak', 'kocak']",ppn ngefek harga pakai prinsip terima ya begitu-gitu jangan pakai hak suara terima apa tentu perintah jangan tuntut jangan keluh kocak kocak
Tue Oct 21,2:07:02,radixhidayat,Elu gak capek kerja susah2 trus dipotong PPh Tapera trus tahun depan PPN naik 12%?,Negatif,Elu gak capek kerja susah trus dipotong PPh Tapera trus tahun depan PPN naik,elu gak capek kerja susah trus dipotong pph tapera trus tahun depan ppn naik,lu tidak capek kerja susah terus dipotong pph tapera terus tahun-tahun depan ppn naik,"['lu', 'tidak', 'capek', 'kerja', 'susah', 'terus', 'dipotong', 'pph', 'tapera', 'terus', 'tahun-tahun', 'depan', 'ppn', 'naik']","['lu', 'capek', 'kerja', 'susah', 'dipotong', 'pph', 'tapera', 'tahun-tahun', 'ppn']",lu capek kerja susah potong pph tapera tahun ppn
Tue Oct 21,1:56:31,DataindonesiaId,Menurut data PricewaterhouseCoopers (PwC) tarif Pajak Pertambahan Nilai (PPN) Indonesia menjadi yang tertinggi kedua di wilayah Asia Tenggara pada 2024 yakni 11%. Posisinya hanya berada di bawah Filipina dengan tarif PPN sebesar 12%. https://t.co/ibnyK71CQG,Negatif,Menurut data PricewaterhouseCoopers PwC tarif Pajak Pertambahan Nilai PPN Indonesia menjadi yang tertinggi kedua di wilayah Asia Tenggara pada  yakni  Posisinya hanya berada di bawah Filipina dengan tarif PPN sebesar,menurut data pricewaterhousecoopers pwc tarif pajak pertambahan nilai ppn indonesia menjadi yang tertinggi kedua di wilayah asia tenggara pada  yakni  posisinya hanya berada di bawah filipina dengan tarif ppn sebesar,menurut data pricewaterhousecoopers pwc tarif pajak pertambahan nilai ppn indonesia menjadi yang tertinggi kedua di wilayah asia tenggara pada yakni posisinya hanya berada di bawah filipina dengan tarif ppn sebesar,"['menurut', 'data', 'pricewaterhousecoopers', 'pwc', 'tarif', 'pajak', 'pertambahan', 'nilai', 'ppn', 'indonesia', 'menjadi', 'yang', 'tertinggi', 'kedua', 'di', 'wilayah', 'asia', 'tenggara', 'pada', 'yakni', 'posisinya', 'hanya', 'berada', 'di', 'bawah', 'filipina', 'dengan', 'tarif', 'ppn', 'sebesar']","['data', 'pricewaterhousecoopers', 'pwc', 'tarif', 'pajak', 'pertambahan', 'nilai', 'ppn', 'indonesia', 'tertinggi', 'wilayah', 'asia', 'tenggara', 'posisinya', 'filipina', 'tarif', 'ppn']",data pricewaterhousecoopers pwc tarif pajak tambah nilai ppn indonesia tinggi wilayah asia tenggara posisi filipina tarif ppn
Tue Oct 21,1:46:21,fxbraga82,Tolong pak @prabowo ini dibatalkam sangat memberatkan rakyat. PPN Naik 12% di 2025 Barang dan Jasa Dikecualikan! https://t.co/ejLBZ8AdwT,Negatif,Tolong pak  ini dibatalkam sangat memberatkan rakyat PPN Naik  di  Barang dan Jasa Dikecualikan,tolong pak  ini dibatalkam sangat memberatkan rakyat ppn naik  di  barang dan jasa dikecualikan,tolong pak ini dibatalkam sangat memberatkan rakyat ppn naik di barang dan jasa dikecualikan,"['tolong', 'pak', 'ini', 'dibatalkam', 'sangat', 'memberatkan', 'rakyat', 'ppn', 'naik', 'di', 'barang', 'dan', 'jasa', 'dikecualikan']","['tolong', 'dibatalkam', 'memberatkan', 'rakyat', 'ppn', 'barang', 'jasa', 'dikecualikan']",tolong dibatalkam berat rakyat ppn barang jasa kecuali
Tue Oct 21,1:44:12,Yyjkjij56,@akbarfaizal68 bukan Gemoy lagi rupanya malah sudah obesitas hasilnya STROKE...lagi2 kelas menengah yg memanen hasil 2025 ppN naik ke 12% cuma buat bayarin ratusan buzzer yg jadi pejabat...MAKANNN tu OKE GAS Mbahmu...,Negatif,bukan Gemoy lagi rupanya malah sudah obesitas hasilnya STROKElagi kelas menengah yg memanen hasil  ppN naik ke  cuma buat bayarin ratusan buzzer yg jadi pejabatMAKANNN tu OKE GAS Mbahmu,bukan gemoy lagi rupanya malah sudah obesitas hasilnya strokelagi kelas menengah yg memanen hasil  ppn naik ke  cuma buat bayarin ratusan buzzer yg jadi pejabatmakannn tu oke gas mbahmu,bukan gemoy lagi rupanya malah sudah obesitas hasilnya strokelagi kelas menengah yang memanen hasil ppn naik ke cuma buat bayarin ratusan buzzer yang jadi pejabatmakannn itu oke gas mbahmu,"['bukan', 'gemoy', 'lagi', 'rupanya', 'malah', 'sudah', 'obesitas', 'hasilnya', 'strokelagi', 'kelas', 'menengah', 'yang', 'memanen', 'hasil', 'ppn', 'naik', 'ke', 'cuma', 'buat', 'bayarin', 'ratusan', 'buzzer', 'yang', 'jadi', 'pejabatmakannn', 'itu', 'oke', 'gas', 'mbahmu']","['gemoy', 'obesitas', 'hasilnya', 'strokelagi', 'kelas', 'menengah', 'memanen', 'hasil', 'ppn', 'bayarin', 'ratusan', 'buzzer', 'pejabatmakannn', 'oke', 'gas', 'mbahmu']",gemoy obesitas hasil strokelagi kelas tengah panen hasil ppn bayarin ratus buzzer pejabatmakannn oke gas mbah
Tue Oct 21,1:40:53,belangtigaaa,@kochengfs Boby kenapa taun dpn PPN jadi 12%. Makanan anabul jadi naek dong. gaji babu naeknya cmn 100rb :(,Negatif,Boby kenapa taun dpn PPN jadi  Makanan anabul jadi naek dong gaji babu naeknya cmn rb,boby kenapa taun dpn ppn jadi  makanan anabul jadi naek dong gaji babu naeknya cmn rb,boby kenapa tahun depan ppn jadi makanan anabul jadi naik dong gaji babu naeknya cuman ribu,"['boby', 'kenapa', 'tahun', 'depan', 'ppn', 'jadi', 'makanan', 'anabul', 'jadi', 'naik', 'dong', 'gaji', 'babu', 'naeknya', 'cuman', 'ribu']","['boby', 'ppn', 'makanan', 'anabul', 'gaji', 'babu', 'naeknya', 'cuman', 'ribu']",boby ppn makan anabul gaji babu naeknya cuman ribu
Tue Oct 21,0:32:46,airyfiles,Met pagi ppn 12%,Negatif,Met pagi ppn,met pagi ppn,selamat pagi ppn,"['selamat', 'pagi', 'ppn']","['selamat', 'pagi', 'ppn']",selamat pagi ppn
Tue Oct 21,0:09:20,salaamitusalam,@ke20___ pajak mah naik mak yg PPN jadi 12% tahun depan hehehe kita hanya bisa berharap semoga yang terpilih bener2 kerja untuk rakyat bukan hanya untuk golongan dan kelompoknya,Positif,pajak mah naik mak yg PPN jadi  tahun depan hehehe kita hanya bisa berharap semoga yang terpilih bener kerja untuk rakyat bukan hanya untuk golongan dan kelompoknya,pajak mah naik mak yg ppn jadi  tahun depan hehehe kita hanya bisa berharap semoga yang terpilih bener kerja untuk rakyat bukan hanya untuk golongan dan kelompoknya,pajak mah naik mak yang ppn jadi tahun-tahun depan hehehe kita hanya bisa berharap semoga yang terpilih benar-benar kerja untuk rakyat bukan hanya untuk golongan dan kelompoknya,"['pajak', 'mah', 'naik', 'mak', 'yang', 'ppn', 'jadi', 'tahun-tahun', 'depan', 'hehehe', 'kita', 'hanya', 'bisa', 'berharap', 'semoga', 'yang', 'terpilih', 'benar-benar', 'kerja', 'untuk', 'rakyat', 'bukan', 'hanya', 'untuk', 'golongan', 'dan', 'kelompoknya']","['pajak', 'mah', 'mak', 'ppn', 'tahun-tahun', 'hehehe', 'berharap', 'semoga', 'terpilih', 'benar-benar', 'kerja', 'rakyat', 'golongan', 'kelompoknya']",pajak mah mak ppn tahun hehehe harap moga pilih benar kerja rakyat golong kelompok
Tue Oct 21,0:08:35,astrophilleeii,@BaseBDG PPN NOH NAIK 12% ANYING,Negatif,PPN NOH NAIK  ANYING,ppn noh naik  anying,ppn noh naik anying,"['ppn', 'noh', 'naik', 'anying']","['ppn', 'noh', 'anying']",ppn noh anying
Mon Oct 20,23:57:01,eko1340,@Desuta8 @RyaWiedy PPN noh mau 12% cuk,Negatif,PPN noh mau  cuk,ppn noh mau  cuk,ppn noh mau cuk,"['ppn', 'noh', 'mau', 'cuk']","['ppn', 'noh', 'cuk']",ppn noh cuk
Mon Oct 20,23:54:50,aden87,Ini saham2 property auto stonk hari ini kalau pidato presiden mau hapus ppn pembelian property 12% sayang udh gak punya lagi,Negatif,Ini saham property auto stonk hari ini kalau pidato presiden mau hapus ppn pembelian property  sayang udh gak punya lagi,ini saham property auto stonk hari ini kalau pidato presiden mau hapus ppn pembelian property  sayang udh gak punya lagi,ini saham property auto stonk hari ini kalau pidato presiden mau hapus ppn pembelian property sayang sudah tidak punya lagi,"['ini', 'saham', 'property', 'auto', 'stonk', 'hari', 'ini', 'kalau', 'pidato', 'presiden', 'mau', 'hapus', 'ppn', 'pembelian', 'property', 'sayang', 'sudah', 'tidak', 'punya', 'lagi']","['saham', 'property', 'auto', 'stonk', 'pidato', 'presiden', 'hapus', 'ppn', 'pembelian', 'property', 'sayang']",saham property auto stonk pidato presiden hapus ppn beli property sayang
